User_Handle,User_Type,Anonymity_Class,Verified_Status,Handle_URL,Image_Path,Post_URL,Date,Post_Content,Linked_URL,Likes,Comments,Reposts,PreElection_Post, 
oren_tsur,Individual,Identifiable,Unverified,https://www.threads.net/@oren_tsur,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/396025166_1520839262082196_1296012376949579265_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_ohc=ajR_XzrYJ_8Q7kNvgFJqOOg&_nc_gid=d4de2134fb5d4aebb256b50157a87816&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBGlOdBC3t-7pxjqdJ69GzjuRpBcdpSAC8JqIkG8EgwBg&oe=66E4323C&_nc_sid=10d13b,https://www.threads.net/@oren_tsur/post/C7ZAbEfMIqs,25/05/2024,"Forget the UK elections for a moment and give respect to one of the greatest in-space horror, thriller movies which premiered on this day 45 years (!!!) ago! m.imdb.com/title…  ",imdb.com,1,1,,Yes,
paul.kirkby1982,Individual,Identifiable,Unverified,https://www.threads.net/@paul.kirkby1982,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/373570495_1342938813308278_6991272630845836561_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_ohc=DrBgzAr8kOcQ7kNvgEEdyIc&_nc_gid=d4de2134fb5d4aebb256b50157a87816&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDxoVkik4m5sYx3gx6o_pA_0NwkQhsSI1VwdW4idIy-SA&oe=66E42CC7&_nc_sid=10d13b,https://www.threads.net/@paul.kirkby1982/post/C66QcNGMkVg,13/05/2024,Online fury erupts as Labour's policy debates spark heated discussions ahead of the UK elections. Concerns over arms sales to Israel and a perceived shift towards the Conservatives fuel the fire. Is this the change the UK needs or a step in the wrong direction? UKPolitics #LabourParty  ,,1,,,Yes,
hillaryclinton,Individual,Highly Identifiable,Verified,https://www.threads.net/@hillaryclinton,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/359149451_665883241680999_5433118116525221702_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=103&_nc_ohc=o3Pp_L43bHMQ7kNvgGTjRtk&_nc_gid=d44f1a17fe004e24a8fa4498e0351926&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBcZN6NWIrAGlygPWIa3YzqlwO0Ot-ZMPi-YQ2k6ftjuA&oe=66E40F09&_nc_sid=10d13b,https://www.threads.net/@hillaryclinton/post/C9C0PFhx2GM,05/07/2024,"Congratulations to 
@UKLabour
 for a big victory in yesterday's elections. Let’s hope it’s an omen and work to make it so 🤞 ",,18.6K,205,1.1K,No,
john.mundy1,Individual,Identifiable,Unverified,https://www.threads.net/@john.mundy1,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/363911633_1210657369610246_3744882580842751066_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_ohc=ve4H-CBXwrgQ7kNvgGuVL45&_nc_gid=d44f1a17fe004e24a8fa4498e0351926&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDKRJwCh5jF_vWFFWvScWz9cUO_GROUk2ppINahcfq1LQ&oe=66E4174B&_nc_sid=10d13b,https://www.threads.net/@john.mundy1/post/C_mzGbWsU7a,08/09/2024,"The Murdochs always want it to appear that they have decided the winner of elections. It happened in the U.K. when The Sun tabloid switched its support mid-campaign away from the Tories because it became obvious that Tony Blair was going to win by a landslide. So, don’t be surprised if the whole of Faux News’s output suddenly switches allegiance to Harris.  ",Replying to @experienceseveryday365,4,1,,No,
davidruffell,Individual,Identifiable,Unverified,https://www.threads.net/@davidruffell,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/358355409_799203631841264_3207497394292597874_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=108&_nc_ohc=QQyahnqI9TsQ7kNvgFeXpjA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAh2sbvKdWhNulo3KKwuATNhw6_qURqPXXj8PAhfcZepg&oe=66E402E4&_nc_sid=10d13b,https://www.threads.net/@davidruffell/post/C_lXhg1Iqod,07/09/2024,I remember elections by events in the calendar. The British General Election was on American Independence Day and the American Election coincides with Bonfire Night in the UK. When we let off firework to commemorate Guy Fawkes who tried to set the British parliament alight. He was caught in time.  ,,1,,,No,
voltukofficial,Group/Organisation,Highly Identifiable,Verified,https://www.threads.net/@voltukofficial,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/358512288_3428952877346340_5018757734164899355_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=100&_nc_ohc=jUzAdlwuneoQ7kNvgGZE5Bl&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYD7MkCT9uHxzQQFny3p_lKs4QjAIPzXFLTnyt0N7161SA&oe=66E41680&_nc_sid=10d13b,https://www.threads.net/@voltukofficial/post/C73yWXSsFvL,06/06/2024,"Today would have been when the UK voted in the European Parliament Elections because we always vote on Thursdays. Sadly, we don’t have that right anymore. To our friends across Europe, our message to you today is this - from 6-9 June use your vote, before you lose it. Don’t make the same mistake Britain made! Yes, we are biased, we think you should vote for Volt. But above all, make sure you vote for parties that want to improve your rights as EU citizens, not take them away!",,75,3,9,Yes,
katerscakes,Individual,Identifiable,Unverified,https://www.threads.net/@katerscakes,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/357748776_1400380330694494_7907125956232609386_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_ohc=RON3Mo_zpd0Q7kNvgEAkVD0&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYA59ryZNrUDnpt3bZcZ92-Qkg3XYph7TcqNqjAHDI3gIg&oe=66E41CD4&_nc_sid=10d13b,https://www.threads.net/@katerscakes/post/C0hC2Mqo6Xv,06/12/2023,"These new UK immigration rules are absolutely heartbreaking. Lostfella and I are among hundreds of couples or newlyweds which may be forced apart or forced to leave the UK due to the Tories. If you have a vote, please use it to get these cruel people out of power in any upcoming elections. Thank you. bbc.co.uk/news… ",bbc.com,26,8,4,Yes,
geopolitical.guy,Individual,Anonymous,Unverified,https://www.threads.net/@geopolitical.guy,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/365589639_796617105521404_489858873117659297_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_ohc=M74Yep4-8pMQ7kNvgGJlf76&_nc_gid=d44f1a17fe004e24a8fa4498e0351926&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDsQXygxuxWhP9dQITvvAKFdpm0q55r0ptGaa0gVxzvhQ&oe=66E40267&_nc_sid=10d13b,https://www.threads.net/@geopolitical.guy/post/C845jzkor3K,01/07/2024,"Some great visuals by 
@aljazeeraenglish
 on the UK’s elections 🗳️ 🇬🇧  ",,6,1,1,Yes,
plus500,Group/Organisation,Highly Identifiable,Verified,https://www.threads.net/@plus500,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/358510634_816322553199352_1870294342578635145_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_ohc=T2ZMFTWC8KYQ7kNvgFs-PEA&_nc_gid=d44f1a17fe004e24a8fa4498e0351926&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAVA9p-DGWDPMhP5ov5EAA_P3zoaTt26Ih1oqCGdkzxsw&oe=66E42A58&_nc_sid=10d13b,https://www.threads.net/@plus500/post/C862Y-XqOai,02/07/2024,"The UK general elections are drawing closer and are expected to take place this week, on Thursday, 4 July.
How might this affect the UK economy and the financial markets?🗳️ UKElections #GeneralElection #UK ",,1,,,Yes,
bobrmitchell,Individual,Identifiable,Unverified,https://www.threads.net/@bobrmitchell,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/357901522_958009972079626_1245928373317643087_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_ohc=hFr7LnrGPuwQ7kNvgFPdFm9&_nc_gid=d44f1a17fe004e24a8fa4498e0351926&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYByk5qbEwzqUdLE51MkZ0TzUHsoCMFz1IRG5YI39pWtcA&oe=66E41530&_nc_sid=10d13b,https://www.threads.net/@bobrmitchell/post/C0ysN8zIVK0,13/12/2023,"Wherever you look there’s more and more evidence of Russian interference in U.K. elections & referendums and yet the Russia Report, which clearly detailed the level of interference has never been fully investigated! Is this because the Conservative Party have been a beneficiary? x.com/harde… ",,45,3,14,Yes,
djrowlandsamuel,Individual,Identifiable,Unverified,https://www.threads.net/@djrowlandsamuel,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/358045371_817130599682083_3218790421644606912_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_ohc=qRGPwJb6Cn8Q7kNvgGZrCpl&_nc_gid=d44f1a17fe004e24a8fa4498e0351926&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCNMmE-UgaaKuAi0fG5rk-jNUM1Xc-1APzS2XkCtrdFSg&oe=66E400EE&_nc_sid=10d13b,https://www.threads.net/@djrowlandsamuel/post/C9CkpJos_1b,05/07/2024,"Yeah enough of this UK Elections bullshit and let's back back to the usual day to day mediocrity now and moaning about England football boys flopping again at the Euros Championships tomorrow evening against the Swiss!! LOL🙄🤦🤷🤣😜 Shout to Ms 
@nance.english
 for this one heheh ",,,,,No,
onmanorama,Group/Organisation,Highly Identifiable,Verified,https://www.threads.net/@onmanorama,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/436308918_411557614986859_3879997893138081680_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_ohc=obuI7a2qAs8Q7kNvgF20h4j&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBSykstEmxBMmI9GXUXLgH_OzppYSCgug4fNRSuA1d5CQ&oe=66E3FD95&_nc_sid=10d13b,https://www.threads.net/@onmanorama/post/C8--VG2PUcI,04/07/2024,"On Thursday, polling booths will open across the United Kingdom at 7 am local time and close at 10 pm local time as voters elect their MPs for the UK Parliament's 650 constituencies with 326 required for a majority and to avert a hung Parliament. #UnitedKingdom UKElections #UKGeneralElections #LabourParty ConservativeParty ",,1,,,Yes,
newsbreakinglive,Group/Organisation,Identifiable,Unverified,https://www.threads.net/@newsbreakinglive,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/357842665_683850386904474_1294083667136993231_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=106&_nc_ohc=OMK1WnU2xKUQ7kNvgFRub9R&_nc_gid=d44f1a17fe004e24a8fa4498e0351926&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAoSVvl-cjC4alrTtNkpAt4wlYa4K82epXsIpjZKXjiHQ&oe=66E41CEA&_nc_sid=10d13b,https://www.threads.net/@newsbreakinglive/post/C7Y8IBCuzV7,25/05/2024,#BREAKING: UK’s Labour Party looking to lower voting age to 16 if party wins July 4 elections - The Times  ,,108,4,11,Yes,
stevenmcirillo,Individual,Identifiable,Unverified,https://www.threads.net/@stevenmcirillo,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/450945401_372905272150530_2437147549384716487_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=106&_nc_ohc=azRgH1sAfVcQ7kNvgH5c4Xh&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAhObK3Cbl9JqZj5zEXw3eQEXKAMcWYITOwS_BmDftqbw&oe=66E4350B&_nc_sid=10d13b,https://www.threads.net/@stevenmcirillo/post/C9GTue1ukw9,06/07/2024,"My emotions this week have been the literal ECG graph/roller coaster: Biden debate (ahhhh!); UK elections (yaaaay!); tomorrow’s round 2 of voting in France (eeeeek); ceasefire talks reopening in the Middle East (we’ll see!). Let alone being on my honeymoon (amazing!) with Euro 2024 soccer on (yowza!). And it’s only July; yet it’s already July somehow?! 2024, you minx.",,1,,,No,
derekjwilcox,Individual,Identifiable,Unverified,https://www.threads.net/@derekjwilcox,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/365494429_805903654425206_4670596047397692274_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_ohc=I5Aezc8c5hYQ7kNvgGpAkRQ&_nc_gid=d44f1a17fe004e24a8fa4498e0351926&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBuGG0v6tCoaMAr5lfsI25Io0UJHz9IRctGO3fjvEMmGw&oe=66E42FB4&_nc_sid=10d13b,https://www.threads.net/@derekjwilcox/post/C90ZdRiIV5p,24/07/2024,"UK elections have been broken for a LONG time. Implement Proportional Representation, now! - Sign the Petition! 
chng.it/c6j2k… via @UKChange  ",change.org,,,,No,
baluconnects,Individual,Partially Anonymous,Unverified,https://www.threads.net/@baluconnects,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/455599891_1085240586272234_6377124378322989983_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_ohc=JAqIlTf_c3MQ7kNvgEL8Sg2&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYA0uQ5ZWTVNwhLvfxbj07zuyKo7oCdP3R6ywkW9KRM4xw&oe=66E400BF&_nc_sid=10d13b,https://www.threads.net/@baluconnects/post/C23sXXMylzR,03/02/2024,Why 2024 elections is so Important? Top 5 elections- 🇺🇲🇮🇳🇲🇽🇪🇺🇷🇺 Over 50 plus countries from Indonesia to the UK.,,7,,,Yes,
markdarlingtonofficial,Individual,Identifiable,Unverified,https://www.threads.net/@markdarlingtonofficial,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/358167030_139688865811725_2381573037747967360_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=109&_nc_ohc=OwYRPswTK7UQ7kNvgEa6O7Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAeN0hR8sEwln-iDrqi1VXCwi_XnJFo2bkrUIu8o0pk6A&oe=66E403C0&_nc_sid=10d13b,https://www.threads.net/@markdarlingtonofficial/post/C9BA3lJIKCu,04/07/2024,"UK Elections update!!
Ruling Conservative party totally demolished by the Labour Party! According to exit polls, Labour is expected to win 410 seats and Conservatives 131!  ",,,,,Yes,
orilifestyle_,Group/Organisation,Identifiable,Unverified,https://www.threads.net/@orilifestyle_,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/358403800_9736780683030042_8217447195588736818_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=106&_nc_ohc=nQUy8EvC8WwQ7kNvgGHSI0Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDDk9OORjUb5KN53wx67B6RFpp39pdrCDMtGxQsrIaW3Q&oe=66E4197D&_nc_sid=10d13b,https://www.threads.net/@orilifestyle_/post/C7Rv1OwoK-5,22/05/2024,4th of July cannot come soon enough! UK elections! Here we go!  ,,3,1,,Yes,
chrischinchilla,Individual,Identifiable,Unverified,https://www.threads.net/@chrischinchilla,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/358522592_593042842941706_7405920975382452092_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_ohc=GGnGDPSsv3QQ7kNvgEy72_y&_nc_gid=d44f1a17fe004e24a8fa4498e0351926&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCCdeokSZ1_Flz0SS-onovkCwLxe_5tCMVhLmsP6gyYcA&oe=66E43467&_nc_sid=10d13b,https://www.threads.net/@chrischinchilla/post/C8_pZMftcct,04/07/2024,"OK birth land. Don't stuff this up, alright? UKElections2024  ",,2,,,Yes,
rickchristo,Individual,Identifiable,Unverified,https://www.threads.net/@rickchristo,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/358077130_1054094562273761_6464706171576114704_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=105&_nc_ohc=vhUegZ-Yf74Q7kNvgELoTrw&_nc_gid=d44f1a17fe004e24a8fa4498e0351926&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDmP7ns6cdsBl8r29KbZZskxgtJfnGEw0PcJ4qnqJ9XxA&oe=66E40D85&_nc_sid=10d13b,https://www.threads.net/@rickchristo/post/C9A_cCZuzRI,04/07/2024,Exit polls project a Labour landslide in the UK elections.  ,,2,,,Yes,
danielnichanian,Individual,Identifiable,Unverified,https://www.threads.net/@danielnichanian,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/357784814_2598281207004171_6413873768507993507_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=103&_nc_ohc=1pA9LIK2LLQQ7kNvgEz1XK1&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDTXu_xswNu99OQ7MFHKFrctR6Bkqb-_-LwuaLb2rLupQ&oe=66E40B68&_nc_sid=10d13b,https://www.threads.net/@danielnichanian/post/C8atHYhiG2C,20/06/2024,"if you’ve had questions about how voting and elections work in France and the UK as they barrel toward their snap elections (& I know many of you do) let us know below, or drop a reply! Let us know, and we’ll tackle them in the run-up to their elections. boltsmag.org/ask-b… ",boltsmag.org,15,3,,Yes,
pdutta,Individual,Identifiable,Unverified,https://www.threads.net/@pdutta,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/358260579_795927065568904_7993840800405165955_n.jpg?_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_ohc=FcXNAUDHxpEQ7kNvgEvkXPD&_nc_gid=d44f1a17fe004e24a8fa4498e0351926&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCglBel_eOSt47DH6SsVc8aavr2zA6lH-eIyUa3jevk2g&oe=66E41312&_nc_sid=10d13b,https://www.threads.net/@pdutta/post/C8-dDbZIabQ,03/07/2024,"UK Elections If the Conservatives win 150+ seats tomorrow, I suspect they’ll be celebrating.  ",,2,,,Yes,
peter_stefanovic_lawyer,Individual,Highly Identifiable,Verified,https://www.threads.net/@peter_stefanovic_lawyer,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/358353183_662333905758079_8584922986199822076_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_ohc=XCtI9iRJeN0Q7kNvgHVIWVM&_nc_gid=1f217fb781a14d26b1ce43a891c45fec&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBKn8QwtExFnf3uxOpqWBXSHEcsxQ_-AYrsHjVEmZKMug&oe=66E42295&_nc_sid=10d13b,https://www.threads.net/@peter_stefanovic_lawyer/post/CvXxebooSDQ,31/07/2023,During the past 12 months we’ve had an anti strike bill - designed to rob millions of workers of their democratic right to strike - an Elections Act will lock millions of people out of the electoral process in a blatant act of voter suppression by the government & new laws will strip back our right to protest & limit our rights to judicial review - an affront to the very principles of fairness & government accountability. Where is the outrage from UK media?  ,,641,16,189,Yes,
nycjayjay,Individual,Identifiable,Unverified,https://www.threads.net/@nycjayjay,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/358342274_302828592175827_1251314332948272325_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=103&_nc_ohc=oRRydC2SpH4Q7kNvgGklfcP&_nc_gid=1f217fb781a14d26b1ce43a891c45fec&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBNV4aCn4mc9O0k3bD-RdCF2eDKH8ef8V13tyovGuZD_A&oe=66E40E44&_nc_sid=10d13b,https://www.threads.net/@nycjayjay/post/C9IertkvUSE,07/07/2024,"After the UK and French elections, can you feel HOPE surging once more here at home ? It’s the antidote to MAGA and Trump. Hope is a thing with feathers, and it’s taking wing!  ",,369,8,20,No,
guardian,Group/Organisation,Highly Identifiable,Verified,https://www.threads.net/@guardian,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/357992413_658664692970481_6581864141066149247_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=109&_nc_ohc=yTLPPB6PbJwQ7kNvgGyt5Pk&_nc_gid=1f217fb781a14d26b1ce43a891c45fec&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBGufWgbuPhyOfxLcz4rwgjUmlNLPxbi6CfYoOnCtQ01g&oe=66E417C4&_nc_sid=10d13b,https://www.threads.net/@guardian/post/C6f7sCPoOhf,03/05/2024,Boris Johnson was turned away from his local polling station when trying to cast his vote in Thursday’s elections after forgetting to bring the required photo identity: theguardian.com/uk-ne… ,theguardian.com,339,38,31,Yes,
mike_galsworthy,Individual,Identifiable,Unverified,https://www.threads.net/@mike_galsworthy,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/358409384_630162899073917_3257972916781037200_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=105&_nc_ohc=M1gU5uR946EQ7kNvgFVqZWS&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYD8IKvhBUwWUHZN9-SXJSdYxQEmmCGbskGGoirKjW0jcw&oe=66E41CB9&_nc_sid=10d13b,https://www.threads.net/@mike_galsworthy/post/C6elgcRM8AB,02/05/2024,"🔥“Boris Johnson turned away from polling station after forgetting photo ID” - his own law too. 
independent.co.uk/news… ",independent.co.uk,376,54,59,Yes,
pammercier1947,Individual,Identifiable,Unverified,https://www.threads.net/@pammercier1947,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/357752378_1024276975378583_5332757814153352401_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=58auSXHmVqgQ7kNvgHcW7iN&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBCI-buODHQ3M_7JOyxjcs3rhJRmP0yGW5OJjnlDp3ILQ&oe=66E40A0B&_nc_sid=10d13b,https://www.threads.net/@pammercier1947/post/C_hnW-vN6um,06/09/2024,"The UK government actually had an enquiry into Russian interference in our elections. The Tories kept the full report under wraps. Could that be because we had a PM who actively put the son of a KGB officer into our 2 nd chamber of government. Russian money buys lots of Tories,  ",Replying to @jeffdaniels64,5,1,,No,
josiah.mortimer,Individual,Identifiable,Unverified,https://www.threads.net/@josiah.mortimer,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/454325976_1017170026679467_6040077546066619435_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_ohc=epkzw8j8KGcQ7kNvgFiLnp5&_nc_gid=1f217fb781a14d26b1ce43a891c45fec&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBGTpIQGBoKeH3iN05NI1uSZRplw9rILZblpjpxqR3Zuw&oe=66E434DC&_nc_sid=10d13b,https://www.threads.net/@josiah.mortimer/post/C2z7Divo_sI,01/02/2024,Editors have vowed to “name and shame” political parties who use campaign material disguised as local newspapers during this year’s elections holdthefrontpage.co.uk/2024…  ,holdthefrontpage.co.uk,98,10,31,Yes,
dloberk,Individual,Identifiable,Unverified,https://www.threads.net/@dloberk,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/424430739_766224745380349_8561697240003923406_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_ohc=fHL-Aa-0rX4Q7kNvgGaZY9E&_nc_gid=1f217fb781a14d26b1ce43a891c45fec&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAbllsr1OCjVkNGyNoRASRbKtyEHhMgOL2zBtx4RCcDvw&oe=66E41847&_nc_sid=10d13b,https://www.threads.net/@dloberk/post/C_gJl_hvf0K,05/09/2024,"Russia has been meddling in elections in the UK, Germany, and France, and as we know their meddling in 2016, 2020, and even 2022, in US elections were not hoaxes.  ",Replying to @griffinkyle,2,1,1,No,
thesnp,Group/Organisation,Highly Identifiable,Verified,https://www.threads.net/@thesnp,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/393248607_1054874672378317_7732674772882687787_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_ohc=DgisGgm8lRUQ7kNvgG-pdMq&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDg4765_jr4yRXqfbj_dKrjUiDcv_3Zd8fCMz6JbLdYjg&oe=66E4084E&_nc_sid=10d13b,https://www.threads.net/@thesnp/post/CxXvjJyrGyt,19/09/2023,🗳️ Do you and your community know about Voter ID? 🚨 Voters must comply with Westminster’s regulation and show photo ID now at polling stations for UK Parliamentary elections. Some examples of accepted ID include:,,39,1,21,Yes,
kyivindependent_official,Group/Organisation,Highly Identifiable,Verified,https://www.threads.net/@kyivindependent_official,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/358018618_1033695304675483_3296316065792812035_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_ohc=P_z3BdQRZNMQ7kNvgFDq-HX&_nc_gid=1f217fb781a14d26b1ce43a891c45fec&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYA1QkHDZrUMnX-F8reNNrhM0j2TzjZfskeQCxljMUxAHg&oe=66E4003D&_nc_sid=10d13b,https://www.threads.net/@kyivindependent_official/post/CxxzhIqtqCt,29/09/2023,"⚡️UK sanctions Russians involved in organizing sham elections in occupied parts of Ukraine. The U.K. has announced new sanctions against Russian officials for their involvement in organizing sham elections in occupied territories of Ukraine, the British Foreign Secretary James Cleverly announced on Sept. 29. ",,119,9,,Yes,
katbairwell,Individual,Identifiable,Unverified,https://www.threads.net/@katbairwell,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/399343735_721295546588064_7298261512995489003_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=100&_nc_ohc=lOB9Hzqct74Q7kNvgEqhKid&_nc_gid=1f217fb781a14d26b1ce43a891c45fec&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAc3o8J_8aOJIx6MmUDqvCveUxWHLddKg3on2hGf75BOA&oe=66E41340&_nc_sid=10d13b,https://www.threads.net/@katbairwell/post/C9eoGBHuBCF,16/07/2024,"Yes! As with the recent UK elections, I encourage everyone who can, to reach out to disabled, single-parent, and elder neighbours - check to see if they would like help getting to the polling stations, or if they need assistance getting set up with postal votes (or whatever options are available). Some of the people that most desperately need a progressive government, are the people that face the most challenges accessing their vote!  ",Replying to @falon.yates,2,1,,No,
